,ISBN,mean
229120,0879804440,0.0
292450,3406447546,0.0
292475,3407305281,0.0
292473,3407221384,0.0
292472,3407221088,0.0
292471,3407220693,0.0
292469,3406517153,0.0
292468,3406516807,0.0
112370,0449500241,0.0
63305,0373166966,0.0
223109,086288070,0.0
27839,014130748X,0.0
214085,0821747479,0.0
27836,0141307048,0.0
27835,014130703X,0.0
27834,0141307021,0.0
214086,0821747487,0.0
27832,0141306963,0.0
223108,0862880491,0.0
292498,3407781326,0.0
292497,3407781288,0.0
292495,3407780818,0.0
292494,340778077X,0.0
292493,3407780713,0.0
292492,3407780680,0.0
292488,3407780397,0.0
292487,3407780311,0.0
292485,3407780184,0.0
292484,3407780117,0.0
292483,3407780028,0.0
214087,0821747495,0.0
292481,3407755031,0.0
292478,3407380372,0.0
292476,3407305567,0.0
229122,0879804467,0.0
292511,3407783353,0.0
292508,3407782896,0.0
292501,3407782152,0.0
292499,3407781350,0.0
112369,0449500217,0.0
27825,0141306432,0.0
27824,0141306424,0.0
27823,0141306408,0.0
27822,0141306386,0.0
214088,082174755X,0.0
27818,0141306033,0.0
27817,0141306025,0.0
27816,0141306017,0.0
214089,0821747576,0.0
27814,0141305967,0.0
292519,3407784554,0.0
292517,3407784309,0.0
292516,3407784228,0.0
214090,0821747614,0.0
27810,0141305738,0.0
27806,0141305479,0.0
112368,0449500152,0.0
27804,0141305444,0.0
27803,014130541X,0.0
229123,0879810378,0.0
112367,0449500144,0.0
27800,0141305258,0.0
27798,0141305037,0.0
27796,0141304960,0.0
292514,3407784058,0.0
112366,0449500128,0.0
292544,3407787960,0.0
292543,3407787952,0.0
292542,3407787928,0.0
292541,3407787804,0.0
214091,0821747622,0.0
214092,0821747630,0.0
292535,3407787502,0.0
223101,0862873800,0.0
223099,086287260X,0.0
292532,3407787375,0.0
292531,3407787324,0.0
292530,3407787243,0.0
292526,3407787057,0.0
112365,0449500101,0.0
292522,3407785313,0.0
292521,3407784724,0.0
27783,0141304324,0.0
112364,0449500071,0.0
229124,0879810467,0.0
27780,0141304227,0.0
292561,3407797907,0.0
292559,3407797354,0.0
214093,0821747703,0.0
229127,0879816295,0.0
292552,3407788665,0.0
292551,3407788657,0.0
229130,0879830182,0.0
112363,0449500063,0.0
112362,0449500020,0.0
229131,0879830476,0.0
292546,340778807X,0.0
292545,3407787979,0.0
292575,3407806892,0.0
292573,3407806698,0.0
292568,3407803001,0.0
292567,3407802315,0.0
292566,3407802234,0.0
292565,3407800444,0.0
292564,3407800339,0.0
27794,0141304871,0.0
27792,0141304715,0.0
214094,0821747762,0.0
229132,0879830492,0.0
112361,0449500012,0.0
27788,0141304642,0.0
27787,0141304634,0.0
229133,0879830689,0.0
229134,0879831146,0.0
27764,0141303697,0.0
27763,014130362X,0.0
292594,3411011483,0.0
292593,3411011394,0.0
292592,341100987X,0.0
292590,3409191186,0.0
292589,3409191100,0.0
292587,3409115102,0.0
292585,3407850905,0.0
292584,3407850883,0.0
292583,3407822143,0.0
112359,0449452530,0.0
292581,3407808763,0.0
112357,04493795,0.0
112391,0449502015,0.0
292576,3407807422,0.0
112390,0449502007,0.0
292599,3411054239,0.0
292597,3411045213,0.0
292596,3411040106,0.0
292595,3411022051,0.0
214097,0821747886,0.0
27776,0141303859,0.0
27775,0141303832,0.0
112388,0449501671,0.0
214065,0821746979,0.0
27771,0141303794,0.0
229135,0879831227,0.0
27768,0141303743,0.0
27767,0141303727,0.0
27766,0141303719,0.0
27765,0141303700,0.0
214066,0821746987,0.0
292620,3414106507,0.0
292617,3411707720,0.0
292616,3411704314,0.0
292615,341162003,0.0
292614,3411099119,0.0
292613,3411097515,0.0
292611,3411095717,0.0
214067,0821747010,0.0
292609,3411094419,0.0
292607,3411094214,0.0
292606,3411093811,0.0
292605,3411092815,0.0
292603,3411085916,0.0
214068,0821747061,0.0
292601,3411082518,0.0
292642,3417202620,0.0
292639,3417123046,0.0
292637,341700604X,0.0
292636,3417005795,0.0
292635,3417003997,0.0
292634,3417003407,0.0
292633,3417001560,0.0
292632,341603001X,0.0
292631,3416029445,0.0
292630,341601968,0.0
292628,341488481X,0.0
292627,341488271X,0.0
292626,3414835762,0.0
292624,3414170000,0.0
292623,3414164205,0.0
292622,341416230X,0.0
292649,3417208122,0.0
292648,3417204828,0.0
292646,3417203716,0.0
292645,3417203651,0.0
229136,0879831936,0.0
60248,0373076118,0.0
27759,0141303190,0.0
112387,0449501558,0.0
112386,0449501175,0.0
60251,0373076142,0.0
112384,0449501132,0.0
214069,0821747118,0.0
112383,0449501116,0.0
112382,0449501086,0.0
214070,0821747134,0.0
27747,0141302623,0.0
214071,0821747142,0.0
214072,0821747169,0.0
292671,342033543,0.0
292670,3420045727,0.0
292669,34200066357,0.0
292667,3420006535,0.0
292666,342000561X,0.0
292662,3419526970,0.0
292660,341724630X,0.0
292657,3417240956,0.0
292656,3417240735,0.0
292655,3417240727,0.0
292654,3417240603,0.0
292653,3417212103,0.0
292652,341720853X,0.0
292651,3417208459,0.0
292682,3421053286,0.0
292680,342105178X,0.0
214073,0821747177,0.0
292677,3421024499,0.0
214074,0821747215,0.0
27746,0141302569,0.0
27745,0141302429,0.0
112381,0449500977,0.0
60253,0373076169,0.0
112380,0449500829,0.0
27740,0141302208,0.0
27739,0141302178,0.0
27738,0141302127,0.0
60254,0373076185,0.0
27736,014130202X,0.0
27735,0141301872,0.0
292692,3421055998,0.0
60256,0373076207,0.0
112379,0449500802,0.0
27728,0141301236,0.0
112378,0449500756,0.0
214075,0821747223,0.0
214076,0821747258,0.0
112377,0449500535,0.0
221002,0848718003,0.0
214077,0821747274,0.0
214078,0821747282,0.0
229111,0879803525,0.0
214079,0821747320,0.0
27715,0141300930,0.0
292689,3421055173,0.0
292683,3421053308,0.0
292717,3423000864,0.0
214044,0821746472,0.0
292715,3423000201,0.0
112376,0449500519,0.0
292712,3422451248,0.0
292711,3422427525,0.0
292710,3421066116,0.0
292709,3421065918,0.0
292708,3421065845,0.0
292706,3421063818,0.0
292704,3421061734,0.0
292703,3421060517,0.0
292701,342105682X,0.0
292696,3421056307,0.0
292695,3421056242,0.0
292693,3421056056,0.0
292727,3423003502,0.0
292726,3423003448,0.0
229113,0879803738,0.0
223095,0862832977,0.0
229114,0879803959,0.0
27713,0141300779,0.0
229116,087980419X,0.0
27707,0141300248,0.0
27703,0141237496,0.0
27702,0141233448,0.0
27701,014118762X,0.0
27699,0141187506,0.0
112375,0449500500,0.0
100263,0440204410,0.0
292719,3423001550,0.0
292718,3423001232,0.0
292750,3423008881,0.0
229085,0879759593,0.0
292748,3423008822,0.0
292747,3423008717,0.0
292746,3423008695,0.0
292743,3423008148,0.0
292742,3423008075,0.0
292739,3423007451,0.0
292738,3423007087,0.0
292737,3423006861,0.0
292735,3423005890,0.0
292734,3423005661,0.0
223091,0862817587,0.0
100261,0440204380,0.0
229086,0879759615,0.0
100260,0440204364,0.0
27685,014118664X,0.0
100259,0440204356,0.0
292768,3423011084,0.0
292767,3423010908,0.0
292766,3423010878,0.0
292765,3423010800,0.0
292764,3423010789,0.0
292763,3423010746,0.0
292761,3423010312,0.0
292760,342301007X,0.0
292758,3423009934,0.0
229087,0879759631,0.0
292754,3423009497,0.0
214046,0821746499,0.0
112402,0449503143,0.0
292751,3423008997,0.0
292777,3423012986,0.0
292776,3423012978,0.0
292775,3423012668,0.0
292774,3423012560,0.0
214047,0821746502,0.0
292772,3423012161,0.0
292771,3423012064,0.0
27697,0141187077,0.0
27696,0141187018,0.0
223132,0862999138,0.0
27692,0141186836,0.0
27691,0141186828,0.0
27690,0141186801,0.0
112401,0449503038,0.0
27687,0141186674,0.0
27686,0141186666,0.0
292800,3423017473,0.0
292799,3423017392,0.0
292798,3423017309,0.0
292797,3423017252,0.0
292796,342301668X,0.0
292793,3423016426,0.0
292792,342301637X,0.0
292790,3423015519,0.0
292789,3423015403,0.0
292787,3423015160,0.0
214048,0821746537,0.0
292784,3423014598,0.0
292782,3423013915,0.0
214050,0821746553,0.0
292779,3423013541,0.0
292778,3423013168,0.0
229088,0879759674,0.0
292811,342302545,0.0
292809,3423025093,0.0
292808,3423023295,0.0
292806,3423020598,0.0
292805,3423020482,0.0
292804,3423020377,0.0
27682,0141186321,0.0
229089,0879759682,0.0
112400,0449502899,0.0
229093,0879800380,0.0
27676,0141186100,0.0
27672,0141185856,0.0
27670,0141185694,0.0
27669,0141185627,0.0
27668,0141185570,0.0
292826,3423030232,0.0
292825,3423030224,0.0
112399,0449502872,0.0
229096,0879800798,0.0
27663,0141185449,0.0
27662,0141185422,0.0
214052,0821746669,0.0
27660,0141185406,0.0
27659,0141185376,0.0
27657,0141185309,0.0
27656,0141185295,0.0
27654,0141185201,0.0
214053,0821746707,0.0
229099,0879801115,0.0
292817,3423026502,0.0
112398,0449502775,0.0
292847,3423054123,0.0
292846,3423053879,0.0
292845,3423052430,0.0
229102,087980145X,0.0
292842,3423050055,0.0
292841,3423050039,0.0
292838,3423044721,0.0
292837,3423044454,0.0
292836,342304439X,0.0
292835,3423044101,0.0
292834,3423042192,0.0
221491,0849940125,0.0
292832,3423041463,0.0
292831,342303906X,0.0
292829,3423034149,0.0
292827,3423032294,0.0
292855,3423070056,0.0
292854,3423070048,0.0
292853,3423063106,0.0
292852,3423060549,0.0
292851,3423058129,0.0
214054,0821746790,0.0
27648,0141184949,0.0
27647,0141184914,0.0
27645,014118485X,0.0
27644,0141184817,0.0
27641,0141184655,0.0
27640,0141184388,0.0
229103,0879801638,0.0
229105,0879801743,0.0
292850,3423058080,0.0
292848,3423054190,0.0
27622,014118308,0.0
214055,0821746804,0.0
27619,0141183020,0.0
60243,0373076061,0.0
292878,3423074620,0.0
292876,3423074299,0.0
112397,0449502651,0.0
292874,3423073632,0.0
112396,0449502236,0.0
292869,3423073160,0.0
292865,3423072393,0.0
292864,3423072342,0.0
292861,3423071281,0.0
292859,3423070803,0.0
292858,3423070331,0.0
292857,3423070226,0.0
214061,0821746898,0.0
112395,0449502155,0.0
292885,3423078405,0.0
292884,3423078227,0.0
292883,3423078200,0.0
27634,014118390X,0.0
27633,0141183721,0.0
27632,0141183624,0.0
27631,0141183454,0.0
27630,0141183411,0.0
60245,0373076088,0.0
27628,0141183322,0.0
27626,0141183292,0.0
27625,0141183233,0.0
27624,0141183160,0.0
27623,0141183101,0.0
292913,3423085282,0.0
292912,3423085258,0.0
223129,0862998298,0.0
214062,082174691X,0.0
292907,3423084332,0.0
292906,3423084308,0.0
112393,0449502066,0.0
292904,3423084073,0.0
214063,0821746936,0.0
214026,0821746057,0.0
60246,0373076096,0.0
214027,0821746103,0.0
292897,3423083298,0.0
292893,3423078936,0.0
292891,3423078790,0.0
214028,0821746138,0.0
292921,3423085673,0.0
214031,0821746162,0.0
292917,3423085371,0.0
292916,3423085347,0.0
292915,3423085320,0.0
112392,0449502031,0.0
112412,0449700577,0.0
27612,014118275X,0.0
27611,0141182741,0.0
27608,0141182687,0.0
229066,0879757345,0.0
27606,0141182660,0.0
27605,0141182652,0.0
229067,0879757361,0.0
112411,0449700305,0.0
229069,0879757647,0.0
292938,3423093552,0.0
292936,3423093315,0.0
292935,3423093285,0.0
292931,3423092440,0.0
27601,014118258X,0.0
112410,0449700283,0.0
27592,0141182482,0.0
112408,0449700267,0.0
27588,0141182431,0.0
292930,3423092394,0.0
292929,342309233X,0.0
292928,3423090227,0.0
292927,3423090065,0.0
112407,0449700186,0.0
292925,342308594,0.0
292922,3423085681,0.0
292962,3423101830,0.0
229071,0879757892,0.0
229072,087975821X,0.0
292959,3423100877,0.0
292958,3423100842,0.0
229073,0879758309,0.0
112404,0449700054,0.0
292953,3423100397,0.0
292952,3423100311,0.0
100272,044020464X,0.0
292948,3423094249,0.0
221001,0848716973,0.0
292945,3423093781,0.0
292943,3423093730,0.0
292942,3423093692,0.0
292940,3423093625,0.0
292973,3423102845,0.0
292972,3423102837,0.0
292967,3423102195,0.0
292966,3423102187,0.0
292965,3423101903,0.0
292963,3423101849,0.0
229076,0879758775,0.0
27585,0141182350,0.0
214033,0821746189,0.0
27583,014118230X,0.0
214034,0821746197,0.0
27579,0141182156,0.0
229077,0879758791,0.0
214035,0821746200,0.0
229078,0879758805,0.0
27571,0141181680,0.0
292994,3423105615,0.0
292993,3423105607,0.0
229080,0879759267,0.0
214038,0821746243,0.0
292987,3423104775,0.0
292986,3423104767,0.0
229081,0879759275,0.0
292984,3423104376,0.0
292983,3423104309,0.0
223128,0862997488,0.0
292980,3423103574,0.0
292979,3423103558,0.0
292978,3423103191,0.0
292977,3423103140,0.0
292975,342310287X,0.0
292974,3423102861,0.0
293002,3423106158,0.0
293000,3423105836,0.0
100270,0440204607,0.0
292998,3423105747,0.0
292997,3423105739,0.0
292996,3423105712,0.0
229082,0879759348,0.0
100269,0440204577,0.0
27564,0141181265,0.0
229083,0879759356,0.0
214040,0821746308,0.0
27560,0141181214,0.0
27559,0141181168,0.0
27557,0141180994,0.0
214041,0821746383,0.0
27555,0141180900,0.0
27541,0141180536,0.0
27539,0141180285,0.0
63306,0373166982,0.0
293025,3423108541,0.0
293024,3423108428,0.0
214042,0821746456,0.0
293021,3423108312,0.0
293019,3423108045,0.0
293013,3423107421,0.0
293012,3423107359,0.0
293010,3423107146,0.0
293009,3423106948,0.0
293008,3423106921,0.0
293006,3423106808,0.0
100268,044020450X,0.0
293004,3423106646,0.0
293036,3423109998,0.0
293035,3423109971,0.0
293034,3423109890,0.0
112429,0449701778,0.0
293030,3423109424,0.0
293029,342310905X,0.0
293027,3423108916,0.0
65449,037324452,0.0
27553,0141180854,0.0
27552,014118079X,0.0
27551,0141180781,0.0
27550,0141180757,0.0
60267,0373076339,0.0
65450,0373244525,0.0
112428,0449701751,0.0
27542,0141180625,0.0
27524,0141018216,0.0
293057,342311245X,0.0
293056,3423112441,0.0
112426,0449701557,0.0
293054,3423112190,0.0
293052,3423112018,0.0
293051,3423111437,0.0
293049,3423111321,0.0
293048,3423111267,0.0
293047,3423111194,0.0
220998,0848716701,0.0
293045,3423110864,0.0
293044,3423110775,0.0
293041,3423110090,0.0
112425,0449701395,0.0
293038,3423110023,0.0
293068,3423113987,0.0
293067,342311391X,0.0
60269,0373076355,0.0
293065,3423113766,0.0
293060,3423113057,0.0
65452,0373244541,0.0
27537,0141180234,0.0
27536,0141180226,0.0
27534,0141180188,0.0
27532,0141180056,0.0
27531,0141134617,0.0
27530,0141119728,0.0
27528,0141070680,0.0
27527,01410342826,0.0
27526,01410317015,0.0
27525,01410297057,0.0
293088,3423116145,0.0
293086,342311584X,0.0
293085,3423115831,0.0
112424,0449701328,0.0
293083,3423115734,0.0
293082,3423115610,0.0
293080,3423115521,0.0
293079,342311536X,0.0
293078,3423115157,0.0
293077,3423115025,0.0
293076,342311486X,0.0
293074,342311472X,0.0
293073,3423114460,0.0
293072,3423114266,0.0
293070,3423114118,0.0
112422,044970128X,0.0
65453,037324455X,0.0
293097,3423117427,0.0
65454,0373244568,0.0
293094,3423117052,0.0
293092,3423116714,0.0
27522,0141018038,0.0
27521,0141016582,0.0
27519,0141016469,0.0
112421,0449701263,0.0
27517,0141016434,0.0
27515,0141015357,0.0
112419,0449701158,0.0
27512,0141014083,0.0
27510,0141013834,0.0
27508,0141013400,0.0
293089,3423116242,0.0
60273,0373076401,0.0
60274,037307641X,0.0
112418,0449701085,0.0
112417,044970100X,0.0
27500,014101282X,0.0
27498,0141012714,0.0
65457,0373244606,0.0
27496,0141012420,0.0
229059,0879756764,0.0
65458,0373244614,0.0
27491,0141011890,0.0
293106,3423118598,0.0
229060,0879756861,0.0
293102,3423118245,0.0
112416,0449700917,0.0
214019,0821745891,0.0
229062,0879757027,0.0
214020,0821745905,0.0
293132,3423120045,0.0
293131,3423119985,0.0
229063,0879757035,0.0
293128,3423119810,0.0
293127,342311973X,0.0
293126,3423119527,0.0
293124,3423119497,0.0
214023,0821745999,0.0
293122,3423119225,0.0
214024,08217460202,0.0
112414,044970078X,0.0
293116,342311908X,0.0
229064,0879757264,0.0
112446,0449702413,0.0
214025,0821746049,0.0
293140,342312072X,0.0
27489,0141011513,0.0
229065,0879757299,0.0
214009,0821745727,0.0
27486,0141010975,0.0
27484,0141010904,0.0
214010,082174576X,0.0
27482,0141010843,0.0
27481,0141010835,0.0
27479,0141010614,0.0
27478,0141010452,0.0
112444,0449702367,0.0
27476,014101038X,0.0
293138,3423120487,0.0
293137,3423120398,0.0
214011,0821745778,0.0
229045,0879755113,0.0
214012,0821745808,0.0
293163,3423122196,0.0
293160,3423122080,0.0
112443,0449702359,0.0
293157,3423121890,0.0
293156,3423121823,0.0
293152,3423121416,0.0
293150,3423121351,0.0
293149,3423121343,0.0
293148,3423121327,0.0
229046,0879755393,0.0
293146,3423121246,0.0
229047,0879755490,0.0
293143,342312089X,0.0
293178,3423123095,0.0
229048,0879755725,0.0
293174,3423122870,0.0
293173,3423122668,0.0
27474,014101010X,0.0
27473,0141010096,0.0
27471,014100990X,0.0
27470,0141009861,0.0
27469,0141009810,0.0
62576,0373121326,0.0
27466,014100942X,0.0
229050,0879755946,0.0
27463,0141009160,0.0
27461,0141009055,0.0
214013,0821745824,0.0
293169,3423122552,0.0
293199,3423123974,0.0
229051,0879756233,0.0
214014,0821745832,0.0
293195,3423123796,0.0
293194,342312377X,0.0
293193,3423123591,0.0
214015,0821745840,0.0
293190,3423123451,0.0
293189,3423123400,0.0
112442,0449702332,0.0
293187,3423123346,0.0
293185,3423123311,0.0
229053,0879756381,0.0
293181,3423123222,0.0
293180,3423123133,0.0
293179,3423123125,0.0
293206,3423124237,0.0
229054,0879756438,0.0
293204,3423124180,0.0
112440,0449702189,0.0
27457,0141008679,0.0
214016,0821745859,0.0
27452,0141008288,0.0
214017,0821745875,0.0
27448,0141008032,0.0
27447,0141008016,0.0
27446,0141007990,0.0
27445,0141007974,0.0
27444,0141007966,0.0
27443,0141007893,0.0
293202,3423124164,0.0
214018,0821745883,0.0
293231,3423125152,0.0
229055,0879756446,0.0
293229,3423125020,0.0
293227,3423124970,0.0
293226,3423124830,0.0
293224,3423124784,0.0
293223,3423124776,0.0
293222,342312475X,0.0
293219,3423124636,0.0
293218,342312458X,0.0
112439,0449702170,0.0
293214,342312444X,0.0
62574,0373121296,0.0
112437,0449702057,0.0
293209,3423124288,0.0
62573,0373121288,0.0
65444,037324448,0.0
293236,3423125268,0.0
293235,342312525X,0.0
112435,0449701921,0.0
27440,0141007400,0.0
112434,0449701913,0.0
27437,0141006978,0.0
65446,0373244495,0.0
27434,0141006536,0.0
112433,0449701891,0.0
221626,0849955351,0.0
112430,0449701832,0.0
65447,0373244509,0.0
112466,0449703029,0.0
60259,037307624X,0.0
112463,0449702901,0.0
293261,3423126485,0.0
213993,0821745360,0.0
293259,342312637X,0.0
213994,0821745379,0.0
293255,3423126221,0.0
213995,0821745387,0.0
213996,0821745441,0.0
293252,3423126140,0.0
293250,3423125977,0.0
213997,0821745468,0.0
213998,0821745476,0.0
293247,3423125810,0.0
60261,0373076266,0.0
293244,3423125764,0.0
60262,0373076274,0.0
60263,0373076282,0.0
293273,3423127031,0.0
213999,0821745514,0.0
112462,0449702847,0.0
60264,0373076290,0.0
293269,3423126841,0.0
293268,342312671X,0.0
62571,0373121261,0.0
112460,0449702774,0.0
27423,0141005580,0.0
214000,0821745522,0.0
214001,0821745557,0.0
229027,0879753145,0.0
112458,0449702731,0.0
229028,0879753226,0.0
293266,3423126670,0.0
293262,3423126523,0.0
293295,3423127996,0.0
214003,0821745581,0.0
229030,0879753307,0.0
112457,0449702685,0.0
293291,3423127872,0.0
293289,3423127805,0.0
293288,3423127791,0.0
293287,3423127724,0.0
293286,3423127716,0.0
293284,3423127678,0.0
112456,0449702669,0.0
293282,3423127406,0.0
112455,0449702650,0.0
293278,3423127252,0.0
229031,0879753382,0.0
293274,3423127058,0.0
27395,0141002948,0.0
293314,3423128852,0.0
293313,342312881X,0.0
112451,0449702537,0.0
112449,0449702472,0.0
293310,3423128739,0.0
293309,3423128704,0.0
293308,3423128631,0.0
229032,0879753676,0.0
293306,3423128569,0.0
293305,3423128518,0.0
229034,0879753900,0.0
293299,3423128127,0.0
293298,3423128089,0.0
112485,0449703622,0.0
293296,3423128062,0.0
293323,342312914X,0.0
293318,3423129034,0.0
293317,342312900X,0.0
27410,0141003979,0.0
214006,0821745662,0.0
27408,014100388X,0.0
27407,0141003871,0.0
112484,0449703576,0.0
27405,0141003774,0.0
229035,0879753935,0.0
214007,0821745689,0.0
27402,0141003677,0.0
27401,0141003537,0.0
27398,0141003030,0.0
229036,087975396X,0.0
27396,0141002980,0.0
293341,3423129883,0.0
293340,3423129867,0.0
293339,3423129824,0.0
112483,0449703568,0.0
293336,3423129751,0.0
293335,3423129727,0.0
293334,3423129662,0.0
229037,0879754168,0.0
112482,0449703525,0.0
112480,0449703436,0.0
112478,0449703398,0.0
293329,3423129468,0.0
293328,3423129441,0.0
293326,3423129174,0.0
214008,0821745697,0.0
229039,0879754559,0.0
293361,3423130849,0.0
293360,3423130822,0.0
112476,0449703347,0.0
293358,3423130768,0.0
293356,342313075X,0.0
293355,3423130725,0.0
112475,0449703304,0.0
112474,0449703282,0.0
220440,0843950692,0.0
229040,0879754613,0.0
229041,0879754680,0.0
293348,3423130180,0.0
293346,3423130067,0.0
229042,0879755008,0.0
293343,3423129980,0.0
293342,3423129913,0.0
213974,082174500X,0.0
293378,3423200413,0.0
